First Name,Middle Name,Last Name,School,Image URL
Thomas Coombs-Hahn,,Coombs-Hahn,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Mark Cooper,,Cooper,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/mark_cooper1.jpg?h=345be249&itok=TejJ-3nW
Anthony Cornel,,Cornel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Carlos Crisosto,,Crisosto,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/chcrisosto.jpg?h=345be249&itok=DQCbRXmn
Alan Crozier,,Crozier,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Alan_Crozier.jpg?h=345be249&itok=N5LtpDTC
Amanda Crump,,Crump,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Crump.jpg?h=345be249&itok=TLRC54N-
Andre Daccache,,Daccache,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/andreaDaccache_profile.jpg?h=345be249&itok=XYI_vKKo
Helen Dahlke,,Dahlke,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal%20%283%29_0.jpeg?h=96974c68&itok=IML_w7sC
Abhaya Dandekar,,Dandekar,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Dandekar.jpg?h=345be249&itok=e2_1YOaU
David de la Pena,de la,Pena,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/ddlp-headshot-concrete.jpg?h=345be249&itok=0fb4fSzl
Mary E Delany,E,Delany,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/mdelany.png?h=41f8cf6d&itok=Mn78s9qe
Julien Delarue,,Delarue,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Julien%20Delarue_cropped%202019_0.jpg?h=345be249&itok=FIlIQPQ6
Anna C. Denicol,C.,Denicol,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/denicol_anna.jpg?h=345be249&itok=1CCjF0PW
Edward DePeters,,DePeters,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/depeters_ed.jpg?h=345be249&itok=R8EeVKBJ
Luis Diaz Garcia,Diaz,Garcia,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Luis%20Diaz-Garcia.png?h=345be249&itok=dgn5M6f_
Erin DiCaprio,,DiCaprio,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Erin%20DiCaprio%20head%20shot.jpg?h=345be249&itok=pfcFOKTP
Christine Diepenbrock,,Diepenbrock,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/diepenbrock.jpg?h=345be249&itok=91RzPl_R
Xiaoli Dong,,Dong,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/IMG_1741.jpg?h=345be249&itok=Jo1XMwpJ
Irwin Donis-Gonzalez,,Donis-Gonzalez,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-1.jpg?h=96974c68&itok=LzaFqrWV
Georgia Drakakaki,,Drakakaki,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Drakakaki.jpg?h=345be249&itok=W34GhztT
Jorge Dubcovsky,,Dubcovsky,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Jorge_Dubcovsky-09%20%281%29.jpg?h=e25344cd&itok=lj7zaGTl
Stephanie Dungan,,Dungan,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/dungan.jpg?h=345be249&itok=KsvfFjWU
Jan Dvorak,,Dvorak,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Dvorak.jpg?h=345be249&itok=zuM2hgiZ
Sara Dye,,Dye,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Sara%20Dye.jpg?h=7ce96cc7&itok=697lE19q
John Eadie,,Eadie,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Eadie.jpg?h=345be249&itok=xLRSX0Kj
Mason Earles,,Earles,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/article/smart-farm-mason-earles.jpg?h=c673cd1c&itok=vAZaddhM
Allison Ehrlich,,Ehrlich,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/7332_ehrlich.jpg?h=22cc0171&itok=7BX_C_a_
Joanne Emerson,,Emerson,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-2.jpg?h=7ce96cc7&itok=GsxqXstY
Reina Engle-Stone,,Engle-Stone,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-3.jpg?h=96974c68&itok=CH8lj-US
Akif Eskalen,,Eskalen,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Eskalen2.jpg?h=345be249&itok=qlU9Ol4h
Valerie Eviner,,Eviner,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Eviner.jpg?h=345be249&itok=b5qoxYZy
James Fadel,,Fadel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Jennifer Falbe,,Falbe,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-4.jpg?h=7e2e5e93&itok=cBbOmZi0
Bryce Falk,,Falk,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Falk2.jpg?h=345be249&itok=tTwkUDdD
Ian Faloona,,Faloona,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/55-faloona_0.jpg?h=8bf1142d&itok=UJcNGVKp
Zhiliang (Julia) Fan,(Julia),Fan,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/jFan.png?h=345be249&itok=dQkMDTHi
Nann Fangue,,Fangue,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/5240-fangue.jpg?h=024e6026&itok=64oWuIsa
Fadi Fathallah,,Fathallah,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Fadi%20Fathallah.jpg?h=345be249&itok=lK-Eylro
Steven Fennimore,,Fennimore,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Fennimore.jpg?h=345be249&itok=ljMCDf56
Louise Ferguson,,Ferguson,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Ferguson.jpg?h=345be249&itok=cTjR3yJS
Jesus Dionisio Fernandez-Bayo,Dionisio,Fernandez-Bayo,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Debbie S. Fetter,S.,Fetter,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Debbie%20Fetter%202022.jpeg?h=345be249&itok=c3M_KdJQ
Christopher Fettig,,Fettig,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Matthew Fidelibus,,Fidelibus,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/mwf.JPG?h=345be249&itok=_P3pitSX
Graham Fogg,,Fogg,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Elisabeth Forrestel,,Forrestel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Elisabeth%20Forrestel.jpg?h=345be249&itok=JknAfcnJ
Glen Fox,,Fox,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Fox%2C%20Glen%202022.jpg?h=fe5d85f6&itok=xhCvmM2k
Charles Fuller,,Fuller,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Jennifer Funk,,Funk,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/funk_1.jpeg?h=345be249&itok=Yq49_AtA
John Furlow,,Furlow,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Rob Furrow,,Furrow,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/7517-furrow.jpg?h=024e6026&itok=OW6mGQcM
Bulat Gafarov,,Gafarov,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/bulat_preferredb.jpg__175x210_q85_crop_subject_location-485%2C520_subsampling-2_upscale.jpg?h=24111c55&itok=tQqNsXgt
Ryan Galt,,Galt,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Ryan%20Galt2.png?h=345be249&itok=_XF1qj03
Amelie Gaudin,,Gaudin,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-5.jpg?h=b8537231&itok=YhX2XDb-
Daniel Geisseler,,Geisseler,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-6.jpg?h=96974c68&itok=xze7IVHY
Paul Gepts,,Gepts,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Gepts.jpg?h=345be249&itok=m-v9K1V0
John German,,German,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Bruce%20German_001.jpg?h=345be249&itok=bG_iDWs5
Dalia Ghanem,,Ghanem,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/ghanem_dalia.jpg__350x420_q85_crop_subject_location-728%2C807_subsampling-2_upscale.jpg?h=9df0ba81&itok=5kHpxep5
Matthew E. Gilbert,E.,Gilbert,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal.png?h=382bf70e&itok=260VDIzq
Robert Gilbertson,,Gilbertson,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/53754-web.jpeg?h=c673cd1c&itok=GQO7RQOI
Deborah Golino,,Golino,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Golino2.jpg?h=345be249&itok=dL28P-HU
Rachael Goodhue,,Goodhue,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/goodhue_rachael_vsOtFrK.jpg__175x210_q85_crop_subsampling-2_upscale.jpg?h=24111c55&itok=rwdA-cuN
Brittney K. Goodrich,K.,Goodrich,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/2016-09-05-14-06-45_1.jpeg?h=1ade4c68&itok=Y9rXncqN
Thomas M. Gradziel,M.,Gradziel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/Gradziel_1.jpg?h=345be249&itok=G7o-G7mS
Andrew Gravelle,,Gravelle,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Andrew-J-Gravelle-1.png?h=6433d837&itok=s3O-FfQu
Steven Greco,,Greco,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Ian Grettenberger,,Grettenberger,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/DSC_5197.JPG?h=345be249&itok=1x4cJ9Fl
Mark Grismer,,Grismer,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/mGrismer.png?h=345be249&itok=MJ-2fQW4
Richard Grosberg,,Grosberg,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Edwin Grosholz,,Grosholz,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/grosholz.png?h=55541bb6&itok=Ws9Yv6OX
Jackson Gross,,Gross,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Jackson-IMG_8641.jpg?h=345be249&itok=pRLCko_h
Richard Grotjahn,,Grotjahn,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Luis Guarnizo,,Guarnizo,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Jean-Xavier Guinard,,Guinard,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Photo_Jean%20Xavier%20Guinard_1.jpg?h=bb03a2e8&itok=RIILF-Wg
Clare Gupta,,Gupta,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/crd_gupta_clare.jpg?h=345be249&itok=ZdyR5KSO
Amanda Guyer,,Guyer,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/hde_guyer_amanda.png?h=345be249&itok=f4IO38uX
Robert Hackman,,Hackman,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Timothy Hackmann,,Hackmann,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Hackmann_Timothy-2_0.jpg?h=345be249&itok=TCAvsP-W
Fawaz G. Haj,G.,Haj,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Fawaz_Haj.jpeg?h=345be249&itok=KEi6YYwb
Bruce Hammock,,Hammock,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/article/61853.jpg?h=830e907d&itok=41tt7-OG
Susan Handy,,Handy,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/2023-Susan-Handy-8x10-three-quarter.jpg?h=a367a227&itok=tKxXmpft
Jamie Hansen-Lewis,,Hansen-Lewis,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/hansen-lewis_photoc.jpg__175x210_q85_crop_subsampling-2_upscale.jpg?h=24111c55&itok=6ZF_ZckE
Brad Hanson,,Hanson,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-9.jpg?h=b8537231&itok=_TIKwViV
John Harada,,Harada,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Stacey Harmer,,Harmer,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Linda J Harris,J,Harris,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Linda%20Harris%20headshot%20%285-29-19%29_018.jpg?h=345be249&itok=9RXfJ2vP
Susan Harrison,,Harrison,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/article/SusanHarrison.jpg?h=b3092225&itok=JcrqlEt7
Thomas Harter,,Harter,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/41-harter_0.jpg?h=90a76ea9&itok=1izxJ4Ny
Peter Hartsough,,Hartsough,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Marjorie Haskell,,Haskell,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Peter J.  Havel,J.,Havel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Maciel Hernandez,,Hernandez,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Hernandez%20Maciel%20profile.jpg?h=345be249&itok=c6yeXNkh
Rebecca Hernandez,,Hernandez,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/6678-hernandez_0.jpg?h=8cc1eaa6&itok=H-hVhtDR
Peter Hernes,,Hernes,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/12-hernes_0.jpg?h=399813a8&itok=U14amgTF
Matthias Hess,,Hess,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Matthias%20Hess_20230504_012.jpg?h=8dbecc6e&itok=RS9QoJvp
Sonja Hess,,Hess,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Hildegarde Heymann,,Heymann,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Hildegarde.JPG?h=345be249&itok=ugRuy6WO
Leah Hibel,,Hibel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Leah-Hibel.png?h=2b8cc9f5&itok=_zVWKt-n
Robert Hijmans,,Hijmans,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/robert-j.hijmans.jpg?h=27fc3271&itok=9xcovaNe
Jens Hilscher,,Hilscher,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-2_0.jpg?h=96974c68&itok=FTQwz3jO
Amanda Hodson,,Hodson,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Kristina Horback,,Horback,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/horback.jpg?h=345be249&itok=bt8DMIyU
William Horwath,,Horwath,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/14-horwath.jpg?h=90a76ea9&itok=bXH-0Imd
Russ Hovey,,Hovey,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/hovey_russ.jpg?h=345be249&itok=hq4XZXnf
You-Lo Hsieh,,Hsieh,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/You-Lo%20Hsieh%20072919_edited.jpg?h=345be249&itok=EhC8tGCZ
Meng Huo,,Huo,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Huo%2C%20Meng%202018%206600.jpg?h=345be249&itok=N88qq6gg
Robert Hutmacher,,Hutmacher,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/rbHutmacher_0.jpg?h=345be249&itok=YJjTA6ZD
Adele Igel,,Igel,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/adele.jpeg?h=b0e25f95&itok=_dxw4fPq
Marie Jasieniuk,,Jasieniuk,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/0089-Marie-Jasieniuk-photo-1762-1.jpeg?h=85e05af4&itok=irFJCHvY
Bryan Jenkins,,Jenkins,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/bJenkins_edited.jpg?h=345be249&itok=7sXqDkkk
Tina Jeoh,,Jeoh,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/tJeoh.png?h=345be249&itok=bMRd-C9u
Judy Jernstedt,,Jernstedt,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/jjernstedt_1.jpg?h=345be249&itok=Jsxai2qo
Katrina Jessoe,,Jessoe,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/katrina-jessoe.jpg__175x210_q85_crop_subject_location-95%2C134_subsampling-2_upscale.jpg?h=24111c55&itok=9Iw9ghSp
Peng Ji,,Ji,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-5_0.jpg?h=96974c68&itok=zCemhqZc
Yufang Jin,,Jin,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/6170-jin.jpg?h=bea0309a&itok=0E4wbgy5
Brian Johnson,,Johnson,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/145247display.jpg?h=345be249&itok=aaGJHcNC
Stephen R. Kaffka,R.,Kaffka,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/srkaffka_1.jpg?h=345be249&itok=CzSpkUI4
Kenneth Kaplan,,Kaplan,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Richard Karban,,Karban,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/140013display.jpg?h=345be249&itok=91DKOuJk
Daniel Karp,,Karp,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-1_1.jpg?h=96974c68&itok=A564-RDw
Takao Kasuga,,Kasuga,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Carl Keen,,Keen,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/inline-images/profiletemplate.png?h=2a479378&itok=jXups6pM
Douglas Kelt,,Kelt,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/5241-kelt.jpg?h=45286d9c&itok=yqQV7xbS
Martin Kenney,,Kenney,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/crd_kenney_martin.jpg?h=345be249&itok=JcwrY88Y
Imtiyaz Khanday,,Khanday,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/ImtiyazK1-sm.jpeg?h=345be249&itok=YAPYqKby
Farzaneh Khorsandi Kouhanestani,Khorsandi,Kouhanestani,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/fKhorsandi.jpg?h=345be249&itok=SZCjaUZD
A. Haven Kiers,Haven,Kiers,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/Haven-K.png?h=345be249&itok=leFMDoJR
"Kristin Kiesel (she, her)","Kiesel (she,",her),University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/kristink.jpg__350x420_q85_crop_subsampling-2_upscale.jpg?h=9df0ba81&itok=T85vi8bT
Lynn Kimsey,,Kimsey,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/140030display.jpg?h=345be249&itok=1HwRDjst
Annie King,,King,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/media/images/king_annie.jpg?h=345be249&itok=gU3Jnlwh
Isaya Kisekka,,Kisekka,University of California - Davis,https://caes.ucdavis.edu/sites/g/files/dgvnsk1721/files/styles/sf_thumbnail/public/images/person/image_normal-3_1.jpg?h=96974c68&itok=Ekkw4PCA
