First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Ground Truth
Nick Neidert,,0.094522268,0.579931319,0.028691618,0.296854822,Black,White
Nick Nelson,,0.671918392,0.00046798,0.317638571,0.009975084,White,White
Nick Pivetta,,0.968154788,0.000207717,0.024391524,0.00724611,White,White
Nick Plummer,,0.000591968,0.33137235,0.661534383,0.006501322,Asian,Other
Nick Pratto,,0.914860249,0.001122785,0.037181263,0.046835773,White,White
Nick Sandlin,,0.094693236,0.019698031,0.515769623,0.369839109,Asian,White
Nick Senzel,,0.14261131,0.017242996,0.705368673,0.134776976,Asian,White
Nick Snyder,,0.027693721,0.000553319,0.968862505,0.002890455,Asian,White
Nick Solak,,0.978785515,0.000142342,0.016826817,0.004245172,White,White
Nick Vespi,,0.039543413,0.058775391,0.851995744,0.049685446,Asian,White
Nick Wittgren,,0.946183562,2.58E-05,0.000427213,0.053363448,White,White
Nicky Lopez,,0.06433662,0.034615558,0.246898797,0.654149086,Other,Other
Nico Hoerner,,0.993928432,2.10E-05,0.001990206,0.00406035,White,White
Niko Goodrum,,1.02E-05,0.974201441,0.02494707,0.000841271,Black,Black
Noah Davis,,0.797478735,0.001251328,0.097972308,0.103297532,White,White
Noah Syndergaard,,0.099650629,0.05090623,0.37457221,0.474871006,Other,White
Nolan Arenado,,0.131212816,0.004094303,0.032296502,0.832396358,Other,White
Nolan Gorman,,0.959249258,0.001951751,0.002346667,0.036452359,White,White
Nolan Jones,,0.088029511,0.003773898,0.310301715,0.597894862,Other,White
Nomar Mazara,,0.010527345,0.692303002,0.226307811,0.070861849,Black,White
Norge Ruiz,,0.146638453,0.005710339,0.017232162,0.830418944,Other,Other
Noé Ramirez,,0.079053678,0.061958991,0.037712988,0.82127437,Other,Other
Odúbel Herrera,,7.43E-05,0.98983711,0.008903257,0.001185402,Black,Black
Oliver Ortega,,0.000165282,0.79953742,0.195962984,0.004334296,Black,Black
Oliver Pérez,,0.068769701,0.026078437,0.060059675,0.845092148,Other,Other
Omar Narváez,,0.043930724,0.017093783,0.35580779,0.583167791,Other,Other
Oneil Cruz,,5.35E-05,0.9797616,0.017859114,0.002325725,Black,Black
Orlando Arcia,,0.000102663,0.001408412,0.991109703,0.007379303,Asian,Other
Oscar Gonzalez,,8.04E-05,0.948607385,0.049946555,0.001365627,Black,Black
Oscar Mercado,,0.00027068,0.932456613,0.051762979,0.015509641,Black,Other
Oswald Peraza,,7.95E-05,0.003411894,0.994630429,0.001878176,Asian,Other
Oswaldo Cabrera,,0.001114231,0.002064025,0.98835007,0.008471683,Asian,Other
Otto Lopez,,1.89E-06,0.999561608,0.000327313,0.000109137,Black,Black
Owen Miller,,0.667960405,0.021373926,0.039105749,0.271559939,White,White
Ozzie Albies,,0.000129418,0.978197277,0.007930104,0.013743273,Black,Black
P.J. Higgins,,0.014588222,0.001146688,0.958758941,0.02550616,Asian,White
Pablo López,,0.000775974,0.037706707,0.94139315,0.020124059,Asian,Other
Pablo Reyes,,2.52E-05,0.992838919,0.006102971,0.001032962,Black,Other
Packy Naughton,,0.773322642,0.007258007,0.086261415,0.13315805,White,White
Paolo Espino,,0.14626649,0.00049228,0.480329737,0.37291142,Asian,Other
Parker Markel,,0.993798435,6.85E-05,0.001291929,0.004841136,White,White
Parker Mushinski,,0.596139848,0.007410803,0.088028075,0.308421224,White,White
Patrick Corbin,,0.97036618,3.52E-05,0.009145976,0.020452589,White,White
Patrick Mazeika,,0.333730966,0.054445505,0.115214665,0.496608943,Other,White
Patrick Murphy,,0.855790198,0.001309604,0.014468538,0.128431704,White,White
Patrick Sandoval,,0.315207094,0.014856641,0.0868899,0.583046351,Other,Other
Patrick Wisdom,,0.670971513,0.053758081,0.018851919,0.256418444,White,White
Paul Blackburn,,0.453285187,0.000949947,0.425183983,0.120580869,White,White
Paul DeJong,,0.253910512,0.000475947,0.001888261,0.743725257,Other,White
Paul Fry,,0.964611828,6.37E-05,0.002879803,0.032444596,White,White
Paul Goldschmidt,,0.263904423,0.062284704,0.033992819,0.639818057,Other,White
Paul Sewald,,0.919972956,0.000388159,0.001382467,0.078256458,White,White
Pavin Smith,,0.67456919,0.048662946,0.096131162,0.180636678,White,White
Payton Henry,,0.021697368,0.756862581,0.030131911,0.191308117,Black,White
Pedro Avila,,0.011727883,0.585345924,0.040203328,0.362722863,Black,Other
Pedro Báez,,0.00010434,0.989322245,0.009377315,0.001196184,Black,Black
Pedro Severino,,0.000149779,0.003673547,0.994903135,0.001273556,Asian,Other
Penn Murfee,,0.026599664,0.025860935,0.039718583,0.907820739,Other,White
Pete Alonso,,0.987046361,2.98E-05,0.001523417,0.011400459,White,White
Pete Fairbanks,,0.99213165,3.78E-05,0.003553819,0.004276707,White,White
Peter Strzelecki,,0.170914963,0.03370057,0.174291438,0.62109305,Other,White
Peyton Burdick,,0.9419595,0.000119199,0.005809272,0.052112119,White,White
Phil Bickford,,0.731429875,0.003985426,0.003448983,0.261135668,White,White
Phil Gosselin,,0.916129827,0.00049145,0.006385573,0.07699313,White,White
Phil Maton,,0.9317348,0.00016149,0.010398931,0.05770481,White,White
Phillip Diehl,,0.963470578,0.000574601,0.02515617,0.010798659,White,White
Phillips Valdez,,2.19E-05,0.983218491,0.015677213,0.001082356,Black,Black
Phoenix Sanders,,0.239252031,0.0039012,0.040420308,0.716426462,Other,White
Pierce Johnson,,0.588732362,0.002413167,0.095609197,0.313245276,White,White
R.J. Alvarez,,0.033747952,0.30063352,0.16583987,0.499778628,Other,Other
Rafael Devers,,2.82E-05,0.518379629,0.48030278,0.001289369,Black,Black
Rafael Montero,,7.21E-06,0.997267962,0.001925319,0.00079949,Black,Black
Rafael Ortega,,0.000367578,0.00015872,0.998662047,0.000811602,Asian,Other
Raimel Tapia,,1.28E-05,0.90987438,0.089621784,0.000491001,Black,Black
Raisel Iglesias,,2.57E-05,0.989712,0.00896539,0.001296872,Black,Black
Ralph Garza Jr.,,0.023365637,0.864842474,0.006108919,0.105682989,Black,Other
Ramón Laureano,,0.023776943,0.437360793,0.041848079,0.497014165,Other,Other
Ramón Urías,,0.080598816,0.001648172,0.236904972,0.680847978,Other,Other
Randal Grichuk,,0.498231858,0.000368611,0.063668752,0.437730789,White,White
Randy Arozarena,,4.38E-07,0.999773324,0.000212052,1.42E-05,Black,Black
Ranger Suárez,,0.00050005,0.000335323,0.994126435,0.005038225,Asian,Other
Ray Kerr,,0.000576994,0.058610268,0.768322112,0.172490555,Asian,Other
Raynel Espinal,,0.00843911,0.012247244,0.86493749,0.114376146,Asian,Other
Reed Garrett,,0.866796911,0.00111853,0.033079767,0.099004857,White,White
Reese McGuire,,0.282168865,0.007051686,0.616345427,0.094433969,Asian,White
Reid Detmers,,0.973540604,0.000183963,0.005026706,0.021248722,White,White
Reiss Knehr,,0.403842777,0.004340944,0.010828005,0.580988295,Other,White
Reiver Sanmartin,,1.29E-05,0.995620787,0.004037311,0.000329075,Black,Black
René Pinto,,0.000291713,0.006051291,0.979867401,0.01378959,Asian,Other
Reyes Moronta,,0.016154738,0.105921224,0.438565187,0.439358857,Other,Other
Reynaldo López,,9.56E-05,0.975907028,0.020899975,0.003097452,Black,Black
Rhys Hoskins,,0.982483566,3.91E-05,0.012111429,0.005365802,White,White
Rich Hill,,0.069347076,0.000381708,0.905460721,0.024810485,Asian,White
Richard Bleier,,0.642610133,0.0030226,0.011616501,0.342750758,White,White
Richie Martin,,0.000304298,0.729429483,0.251247105,0.01901907,Black,Black
Richie Palacios,,0.000231666,0.973582983,0.015872442,0.010312941,Black,Black
Rico Garcia,,0.025593933,0.511430562,0.175063335,0.287912216,Black,Other
Riley Adams,,0.301544428,0.000722441,0.662054014,0.035679216,Asian,White
Riley Greene,,0.003033257,0.855592012,0.091324076,0.050050691,Black,White
Riley O'Brien,,0.26919803,0.013743284,0.228893833,0.488164835,Other,White
Roansy Contreras,,3.33E-05,0.975476921,0.018968472,0.005521273,Black,Black
Rob Brantly,,0.307279229,0.000496271,0.618736116,0.073488386,Asian,White
Rob Refsnyder,,0.000159629,0.000189144,0.99929405,0.00035718,Asian,Asian
Rob Zastryzny,,0.008126854,0.00067541,0.989055491,0.002142165,Asian,White
Robbie Erlin,,0.889933825,0.000126389,0.003435456,0.10650437,White,White
Robbie Grossman,,0.755665421,0.000128685,0.051219865,0.192985991,White,White
Robbie Ray,,0.22885251,0.051903293,0.054499241,0.664744914,Other,White
Robert Dugger,,0.500487328,0.001597574,0.17663387,0.321281241,White,White
Robert Gsellman,,0.408106685,0.000199385,0.001564311,0.590129614,Other,White
Robert Stephenson,,0.337792248,0.00109519,0.431136021,0.229976556,Asian,White
Robert Suarez,,0.011218438,0.007630939,0.45475772,0.526392892,Other,Other
Roberto Pérez,,0.763192773,0.000356084,0.015093431,0.221357748,White,White
Robinson Canó,,0.000218049,0.81202203,0.167032601,0.020727282,Black,Black
Robinson Chirinos,,0.031720128,0.075758591,0.06519062,0.827330688,Other,Other
Rodolfo Castro,,4.77E-06,0.999300361,0.000433299,0.000261583,Black,Black
Roenis Elías,,5.60E-06,0.99912256,0.000682145,0.000189727,Black,Black
Roman Quinn,,9.91E-06,0.998926461,0.000902085,0.000161545,Black,Black
Romy Gonzalez,,0.084346607,0.001452881,0.82332587,0.090874642,Asian,White
Ron Marinaccio,,0.990746498,1.46E-05,0.000251624,0.00898733,White,White
Ronald Acuña Jr.,,5.04E-05,0.960984111,0.036923859,0.002041588,Black,Black
Ronald Bolaños,,0.000884953,0.694517851,0.288083334,0.016513952,Black,Black
Ronald Guzmán,,0.014943101,0.036724228,0.189743674,0.758589,Other,Black
Ronel Blanco,,5.10E-05,0.99744463,0.001533488,0.000970828,Black,Black
Ronnie Dawson,,0.000565444,0.726762354,0.267774432,0.004897801,Black,Black
Ronny Henriquez,,0.009422849,0.172054619,0.363399463,0.45512307,Other,Black
Rony García,,0.000692576,0.062853456,0.895848987,0.040604931,Asian,Black
Ross Detwiler,,0.977102995,6.76E-05,0.016264102,0.006565348,White,White
Ross Stripling,,0.800046325,0.000409613,0.027541722,0.172002338,White,White
Rougned Odor,,0.008228946,0.538598835,0.387741016,0.065431137,Black,White
Rowan Wick,,0.984755099,0.000229957,0.002117154,0.012897763,White,White
Rowdy Tellez,,0.1065263,0.293767095,0.037552974,0.562153623,Other,White
Royce Lewis,,0.063072376,0.173857436,0.024435616,0.73863457,Other,White
Ryan Aguilar,,0.102999099,0.018154515,0.458976752,0.419869675,Asian,White
Ryan Borucki,,0.976879716,9.31E-05,0.002410655,0.020616489,White,White
Ryan Brasier,,0.831054807,0.006348968,0.016266362,0.146329962,White,White
Ryan Burr,,0.966757059,6.45E-05,0.002917183,0.030261255,White,White
Ryan Castellani,,0.983686268,4.32E-05,0.000162232,0.016108258,White,White
Ryan Feltner,,0.46733588,0.007739702,0.007266793,0.517657608,Other,White
Ryan Helsley,,0.863702238,0.000705012,0.005610285,0.129982382,White,White
Ryan Hendrix,,0.155858263,0.119836472,0.070798114,0.653507158,Other,White
Ryan Jeffers,,0.977515638,4.06E-05,0.004359735,0.0180841,White,White
Ryan Kreidler,,0.133029014,0.006138347,0.689137277,0.171695337,Asian,White
Ryan McKenna,,0.020954568,0.444914848,0.24865713,0.285473529,Black,White
Ryan McMahon,,0.612356961,0.026274994,0.133722272,0.227645755,White,White
Ryan Mountcastle,,0.844900906,0.000318614,0.138852016,0.015928502,White,White
Ryan O'Hearn,,0.73922646,0.000515232,0.219397901,0.040860482,White,White
Ryan Pepiot,,0.961686969,0.000133328,0.001626876,0.036552885,White,White
Ryan Pressly,,0.055887405,0.000629717,0.933909785,0.009573123,Asian,White
Ryan Tepera,,0.200625956,0.080753684,0.160481801,0.558138527,Other,White
Ryan Thompson,,0.351163983,0.001092612,0.071855723,0.57588762,Other,White
Ryan Weathers,,0.827287376,6.13E-05,0.040317531,0.132333825,White,White
Ryan Weber,,0.993714511,2.17E-05,0.000660886,0.005603004,White,White
Ryan Yarbrough,,0.801081121,0.000312211,0.195296998,0.003309676,White,White
Rylan Bannon,,0.977751136,0.000424133,0.01217757,0.009647171,White,White
Ryne Nelson,,0.682870507,0.000687785,0.229119162,0.087322617,White,White
Ryne Stanek,,0.234658584,0.001487251,0.643906643,0.119947564,Asian,White
Salvador Perez,,0.000719823,0.075405195,0.920938148,0.002936815,Asian,Other
Sam Clay,,0.003368083,0.000104348,0.994798896,0.001728729,Asian,White
Sam Coonrod,,0.971658289,0.001735128,0.014067227,0.012539383,White,White
Sam Haggerty,,0.169493735,0.001972163,0.017407859,0.811126187,Other,White
Sam Hentges,,0.010611263,0.665084183,0.139304542,0.185000057,Black,White
Sam Hilliard,,0.444051206,0.000431689,0.463998452,0.091518611,Asian,White
Sam Howard,,0.002791354,0.424206376,0.550322358,0.022679963,Asian,White
Sam Huff,,0.634244084,0.000955443,0.015913049,0.348887429,White,White
Sam Long,,0.852321863,9.57E-05,0.002625446,0.14495692,White,White
Sam Moll,,0.39161545,0.004866643,0.009277732,0.594240129,Other,White
Sam Selman,,0.971584022,4.78E-05,0.000801351,0.027566804,White,White
Sandy Alcantara,,0.000863174,0.492346019,0.446644343,0.06014647,Black,Black
Sandy Leon,,0.211986974,0.088450529,0.087686194,0.611876294,Other,Other
Santiago Espinal,,0.00143362,0.525514483,0.40611144,0.06694044,Black,Other
Scott Alexander,,0.032576744,0.008060689,0.074579674,0.884782925,Other,White
Scott Barlow,,0.815004945,0.000666806,0.139360621,0.044967631,White,White
Scott Effross,,0.958588064,2.63E-05,0.029418194,0.011967414,White,White
Scott Kingery,,0.018057032,6.70E-05,0.972335099,0.009540912,Asian,White
Sean Bouchard,,0.435511768,0.0081453,0.009546129,0.546796702,Other,White
Sean Doolittle,,0.031125857,0.014275961,0.894527295,0.06007091,Asian,White
Sean Hjelle,,0.750897706,0.000105509,0.007222712,0.241774008,White,White
Sean Manaea,,0.007448754,0.221019477,0.231014789,0.540516976,Other,Other
Sean Murphy,,0.038390458,0.000187449,0.960113054,0.001309125,Asian,White
Sean Newcomb,,0.992093384,1.67E-05,0.000542855,0.007347085,White,White
Sean Poppen,,0.259284645,5.57E-05,0.002336503,0.738323265,Other,White
Sean Reid-Foley,,0.908640981,0.002319585,0.012286456,0.076752882,White,White
Sebastian Rivero,,0.080871172,0.291413516,0.181845242,0.445870049,Other,Other
Seby Zavala,,0.109549448,0.022695558,0.051197793,0.816557229,Other,White
Seiya Suzuki,,0.000119692,2.37E-05,0.999699694,0.000156933,Asian,Asian
Seranthony Domínguez,,0.00067822,0.629206061,0.263011572,0.107104096,Black,Black
Sergio Alcántara,,3.04E-05,0.07536228,0.920035499,0.00457186,Asian,Other
Sergio Romo,,0.035070535,0.044755984,0.348543293,0.571630135,Other,Other
Seth Beer,,0.967865705,0.000188759,0.004703538,0.027241943,White,White
Seth Brown,,0.926366389,0.001577389,0.003686482,0.068369651,White,White
Seth Lugo,,0.301591396,0.0003613,0.45639647,0.241650786,Asian,White
Seth Martinez,,0.011673504,0.60256511,0.147917403,0.237844013,Black,White
Shane Baz,,0.916224003,5.86E-05,0.006552882,0.07716456,White,White
Shane Bieber,,0.844885767,0.000841171,0.036770623,0.117502438,White,White
Shane Greene,,0.687268853,0.002528783,0.250698595,0.059503777,White,White
Shane McClanahan,,0.780606985,0.000145226,0.004202453,0.215045311,White,White
Shaun Anderson,,0.148394048,0.007179596,0.812350921,0.0320754,Asian,White
Shawn Armstrong,,0.445975482,0.045794625,0.037132185,0.471097738,Other,White
Shea Langeliers,,0.837135971,0.001977989,0.002543881,0.158342171,White,White
Shelby Miller,,0.007212694,0.111706071,0.825318842,0.055762354,Asian,White
Sheldon Neuse,,0.990412533,3.28E-05,0.00706235,0.002492247,White,White
Shohei Ohtani,,0.000732023,0.000274422,0.986842215,0.012151375,Asian,Asian
Silvino Bracho,,0.026221544,0.006943955,0.02617755,0.940656886,Other,Other
Simeon Woods Richardson,,0.000154652,0.454901993,0.53290267,0.012040749,Asian,Other
Skye Bolt,,0.779338121,0.000638814,0.00877936,0.211243659,White,White
Sonny Gray,,0.896056652,5.06E-05,0.017082703,0.086810105,White,White
Spencer Howard,,0.943458259,9.99E-05,0.014624335,0.041817464,White,White
Spencer Patton,,0.784859538,0.000751085,0.038352972,0.176036427,White,White
Spencer Steer,,0.972162426,0.000103418,0.015244424,0.012489712,White,White
Spencer Strider,,0.496340841,0.000276384,0.086908104,0.416474603,White,White
Spencer Torkelson,,0.145517737,0.000205529,0.848290806,0.005985928,Asian,White
Spenser Watkins,,0.006615409,0.000229202,0.98366259,0.009492785,Asian,White
Starling Marte,,4.39E-06,0.999193251,0.000723334,7.90E-05,Black,Black
Steele Walker,,0.889946938,0.000175851,0.046814707,0.063062493,White,White
Stephen Nogosek,,0.161528453,0.023516426,0.168703665,0.646251425,Other,White
Stephen Piscotty,,0.64042455,0.004080118,0.01103882,0.344456531,White,White
Stephen Strasburg,,0.273229688,0.022505112,0.136642738,0.567622498,Other,White
Stephen Vogt,,0.324985325,0.191829041,0.036243067,0.446942508,Other,White
Steve Cishek,,0.005297198,0.550773442,0.152001349,0.291928033,Black,White
Steven Brault,,0.021544542,0.000952509,0.966624666,0.010878183,Asian,White
Steven Duggar,,0.285504341,0.002429449,0.018094099,0.693972081,Other,White
Steven Kwan,,0.011114162,0.103124179,0.628208274,0.257553477,Asian,Asian
Steven Matz,,0.684711099,0.001434571,0.012369852,0.301484436,White,White
Steven Okert,,0.112470947,0.050801523,0.538601363,0.29812612,Asian,White
Steven Souza Jr.,,0.975009024,0.000343068,0.009440515,0.015207405,White,White
Steven Wilson,,0.907921016,4.35E-05,0.018873669,0.073161888,White,White
Stone Garrett,,0.000252448,0.865586996,0.121969396,0.012191156,Black,Black
Stuart Fairchild,,0.00178972,0.000680994,0.98964807,0.007881189,Asian,Asian
Símon Muzziotti,,0.008054163,0.000536008,0.923596776,0.06781302,Asian,Other
T.J. McFarland,,0.099620759,0.640998125,0.073995934,0.185385197,Black,White
T.J. Zeuch,,0.168859467,0.021021539,0.353700936,0.456418082,Other,White
TJ Friedl,,0.439706594,0.010147196,0.467954965,0.082191247,Asian,White
Taijuan Walker,,0.000688123,0.262731254,0.707951286,0.028629325,Asian,Black
Tanner Banks,,0.078520253,0.000368104,0.021268316,0.899843283,Other,White
Tanner Houck,,0.547832549,0.002142776,0.421689413,0.028335206,White,White
Tanner Rainey,,0.656577349,0.001726396,0.182331376,0.159364849,White,White
Tanner Scott,,0.026755014,0.497079551,0.021093227,0.455072217,Black,White
Tanner Tully,,0.519743681,0.000256509,0.138476078,0.341523774,White,White
Tarik Skubal,,0.926499426,8.97E-06,0.000928372,0.072563234,White,White
Tayler Saucedo,,0.068522424,0.009582397,0.093153465,0.828741752,Other,White
Tayler Scott,,0.370123178,0.004296077,0.152810937,0.472769804,Other,White
Taylor Clarke,,0.989491463,0.000106663,0.001536948,0.008864821,White,White
Taylor Hearn,,0.000167729,0.922970057,0.074481302,0.002380917,Black,Black
Taylor Jones,,0.053727206,0.109525084,0.479331682,0.357416022,Asian,Other
Taylor Motter,,0.612970233,0.027414903,0.175038445,0.184576362,White,White
Taylor Rogers,,0.505079925,0.000332416,0.010999409,0.483588204,White,White
Taylor Trammell,,4.63E-06,0.999835253,8.76E-05,7.26E-05,Black,Black
Taylor Walls,,0.970772684,0.000296343,0.009968797,0.018962137,White,White
Taylor Ward,,0.171294942,0.043581989,0.600377373,0.184745613,Asian,White
Taylor Widener,,0.94597441,8.88E-05,0.026390328,0.027546352,White,White
Teoscar Hernández,,2.39E-05,0.98242873,0.012516869,0.005030572,Black,Black
Terrance Gore,,9.79E-05,0.376847476,0.615252883,0.007801735,Asian,Black
Terrin Vavra,,0.331060439,0.000934192,0.057272449,0.610732883,Other,White
Thairo Estrada,,0.000777929,0.063771784,0.895265238,0.040185152,Asian,Other
Thomas Hatch,,0.04380383,0.528557777,0.15985991,0.267778488,Black,White
Thomas Szapucki,,0.13997148,7.08E-05,0.037650588,0.822307125,Other,White
Tim Anderson,,1.63E-05,0.958801508,0.039041025,0.002141138,Black,Black
Tim Beckham,,1.83E-05,0.713083327,0.285475733,0.001422691,Black,Black
Tim Hill,,0.230129927,9.91E-05,0.746930191,0.022840733,Asian,White
Tim Locastro,,0.373066425,0.121376552,0.023418291,0.482138753,Other,Other
Tim Mayza,,0.530905247,0.364580601,0.005067908,0.099446164,White,White
Tom Murphy,,0.957464159,7.97E-05,0.001048362,0.041407644,White,White
Tommy Edman,,0.268890768,0.002151414,0.647724514,0.081233297,Asian,White
Tommy Henry,,0.98517555,4.30E-05,0.000312413,0.014469041,White,White
Tommy Hunter,,0.950755477,0.015640991,0.007946018,0.025657493,White,White
Tommy Kahnle,,0.74289757,0.000127184,0.223693913,0.033281204,White,White
Tommy La Stella,,0.638489723,0.004887954,0.007551697,0.349070668,White,White
Tommy Milone,,0.2603544,0.093048953,0.115122971,0.531473715,Other,White
Tommy Nance,,0.809068859,0.000645609,0.015989515,0.174295984,White,White
Tommy Pham,,0.00178238,0.647097528,0.237817409,0.113302724,Black,White
Tommy Romero,,0.144387066,0.636635184,0.047957824,0.17101993,Black,White
Tomás Nido,,0.041049529,0.724600434,0.150846824,0.083503149,Black,White
Tony Gonsolin,,0.257697105,0.073900618,0.197927691,0.470474601,Other,White
Tony Kemp,,0.000312609,0.676383138,0.291405571,0.031898632,Black,Black
Tony Santillan,,0.003085985,0.308252424,0.590413755,0.098247797,Asian,Black
Tony Wolters,,0.058401592,0.007196409,0.758086856,0.176315069,Asian,Other
Touki Toussaint,,4.17E-05,0.998691261,0.000936628,0.000330433,Black,Black
Travis Blankenhorn,,0.871717155,0.005840759,0.1022733,0.020168812,White,White
Travis Demeritte,,1.88E-05,0.997593105,0.002213773,0.000174109,Black,Black
Travis Jankowski,,0.971478045,0.000124929,0.002061024,0.026335964,White,White
Travis Lakins Sr.,,0.29763025,0.000113939,0.699109607,0.003146218,Asian,White
Travis Shaw,,0.188314185,0.003521595,0.043648964,0.764515296,Other,White
Travis Swaggerty,,0.90907079,0.000866391,0.054169179,0.035893639,White,White
Travis d'Arnaud,,0.011885159,0.50674957,0.158908335,0.322456927,Black,Other
Trayce Thompson,,0.236689329,0.017223595,0.066682272,0.679404855,Other,White
Trea Turner,,0.222989872,0.208816931,0.23535893,0.332834274,Other,White
Trent Grisham,,0.058747754,0.124809958,0.061914416,0.754527867,Other,White
Trent Thornton,,0.986652315,5.89E-05,0.003951768,0.009336951,White,White
Tres Barrera,,0.830300152,0.000573886,0.002854403,0.166271575,White,White
Trevor Gott,,0.607193708,0.10758727,0.030960967,0.254258044,White,White
Trevor Kelley,,0.319381058,0.001312263,0.005659506,0.67364718,Other,White
Trevor Larnach,,0.181510344,0.001694234,0.220566458,0.596229017,Other,White
Trevor May,,0.383654743,0.003560695,0.028367947,0.584416613,Other,White
Trevor Megill,,0.412794709,0.000151079,0.579923253,0.007130935,Asian,White
Trevor Richards,,0.811085165,8.40E-05,0.180678617,0.008152213,White,White
Trevor Rogers,,0.101510294,0.002682209,0.535538476,0.36026901,Asian,White
Trevor Stephan,,0.085824162,0.003571931,0.326389413,0.584214434,Other,White
Trevor Story,,0.970484078,0.000197761,0.002076295,0.027241887,White,White
Trevor Williams,,0.004717275,0.191473693,0.74276983,0.06103917,Asian,White
Trey Mancini,,0.055970322,0.146113023,0.059350791,0.738565844,Other,Other
Triston Casas,,0.564778924,0.001674349,0.011763527,0.421783194,White,Other
Triston McKenzie,,1.32E-05,0.997968733,0.001758408,0.000259595,Black,Black
Tucker Barnhart,,0.643262982,0.013581176,0.008194782,0.334961073,White,White
Tucker Davidson,,0.99244225,1.69E-05,0.000686729,0.006854282,White,White
Tucupita Marcano,,0.016064268,0.130616605,0.146650481,0.706668592,Other,Other
Ty Blach,,0.683907092,0.013225657,0.051314429,0.251552857,White,White
Ty France,,0.986975729,0.000125857,0.003412291,0.009486122,White,White
Tyler Alexander,,0.052804049,0.004690853,0.884929169,0.057575915,Asian,White
Tyler Anderson,,0.62112838,0.001116416,0.19121586,0.186539382,White,White
Tyler Beede,,0.358695507,0.025585998,0.019038598,0.596679866,Other,White
Tyler Clippard,,0.337193191,0.001747931,0.636847108,0.024211826,Asian,White
Tyler Cyr,,0.327982128,0.000144789,0.005508007,0.666365072,Other,White
Tyler Danish,,0.98579365,2.87E-05,0.001858201,0.012319423,White,White
Tyler Duffey,,0.376219243,0.001496901,0.559067471,0.06321638,Asian,White
Tyler Freeman,,0.078767709,0.240543962,0.420406675,0.260281742,Asian,White
Tyler Gilbert,,0.695414841,0.031381857,0.004729075,0.268474206,White,White
Tyler Glasnow,,0.975100338,7.06E-05,0.002256306,0.022572834,White,White
Tyler Heineman,,0.957647026,4.00E-05,0.003481619,0.038831349,White,White
Tyler Holton,,0.19401814,0.001056379,0.789786064,0.01513936,Asian,White
Tyler Kinley,,0.052416988,0.030525604,0.343625244,0.573432133,Other,White
Tyler Mahle,,0.006094664,0.000370212,0.988070819,0.005464305,Asian,White
Tyler Matzek,,0.784410477,5.02E-05,0.152390754,0.063148608,White,White
Tyler Naquin,,0.622994304,0.000181671,0.019699574,0.357124448,White,White
Tyler Nevin,,0.935691476,0.000264919,0.028426981,0.035616566,White,White
Tyler O'Neill,,0.893982887,0.000176282,0.005978849,0.099862037,White,White
Tyler Rogers,,0.863294899,0.000142464,0.01043096,0.126131732,White,White
Tyler Stephenson,,0.790737927,0.000293394,0.186397736,0.022570935,White,White
Tyler Thornburg,,0.168260202,0.011989604,0.007891381,0.811858773,Other,White
Tyler Wade,,0.56012249,0.010908825,0.009391057,0.419577554,White,White
Tyler Wells,,0.68879652,0.000181431,0.294357986,0.016664053,White,White
Tylor Megill,,0.141347781,0.006470778,0.807396669,0.044784773,Asian,White
Tyrone Taylor,,0.75724411,0.000290856,0.025602677,0.216862306,White,White
Tyson Miller,,0.012347558,0.311794519,0.159576403,0.516281475,Other,White
Vaughn Grissom,,0.006341936,0.035722949,0.810239069,0.147696055,Asian,Other
Victor Caratini,,0.309189856,0.003396893,0.648342922,0.039070315,Asian,Other
Victor Reyes,,0.004573748,0.41851002,0.2148147,0.3621016,Black,Black
Victor Robles,,6.94E-05,0.813201606,0.178899316,0.007829801,Black,Black
Vidal Bruján,,9.31E-05,0.791559994,0.204724297,0.003622542,Black,Black
Vimael Machín,,0.001817505,0.0049977,0.903502984,0.089681833,Asian,Other
Vince Velasquez,,0.322896481,0.000310623,0.551863535,0.124929402,Asian,Other
Vinnie Pasquantino,,0.967808604,0.000124748,0.001661194,0.030405455,White,White
Vinny Capra,,0.964965165,0.000146433,0.001457098,0.033431391,White,White
Vinny Nittoli,,0.15233323,0.044673812,0.273834178,0.529158772,Other,White
Vladimir Guerrero Jr.,,5.96E-06,0.997753799,0.002083808,0.000156429,Black,Black
Vladimir Gutierrez,,0.001600239,0.405523896,0.502536838,0.09033902,Asian,Black
Víctor Arano,,0.020808026,0.101468638,0.381793772,0.495929543,Other,Other
Wade Miley,,0.004474159,0.943440437,0.020153069,0.031932436,Black,White
Walker Buehler,,0.273606122,0.000352915,0.690709961,0.035330983,Asian,White
Wander Franco,,0.00039937,0.012833898,0.974055916,0.012710728,Asian,Other
Wandy Peralta,,3.62E-05,0.002215296,0.996725734,0.001022892,Asian,Other
Whit Merrifield,,0.940464139,0.000649464,0.024227621,0.034658777,White,White
Wil Crowe,,0.844486773,0.000107813,0.045132726,0.110272727,White,White
Wil Myers,,0.644393861,0.102376603,0.017044762,0.236184739,White,White
Will Benson,,3.96E-05,0.974219322,0.024518328,0.001222649,Black,Black
Will Brennan,,0.4280276,0.0089145,0.048127262,0.514930665,Other,White
Will Smith,,0.946054757,7.79E-05,0.001366575,0.052500722,White,White
Will Vest,,0.227624416,0.003510484,0.682514489,0.086350594,Asian,White
